name,floor,shop_number,category,name_en,name_tc,name_sc,raw_floor,source_url,source_section,extraction_method
i-Fencing Alliance Club,L6,610A,"Services, Education & Beauty",i-Fencing Alliance Club,劍樂會,剑乐会,"Shop 610A, 6/F, Jubilee Square",https://www.fortunemalls.com.hk/get/shopping?mall_id=11,api,ai_config_api_variation
i-Fencing Alliance Club,L6,610B,"Services, Education & Beauty",i-Fencing Alliance Club,劍樂會,剑乐会,"Shop 610B, 6/F, Jubilee Square",https://www.fortunemalls.com.hk/get/shopping?mall_id=11,api,ai_config_api_variation
Joyful World International Nursery and Kindergarten,L7,701,"Services, Education & Beauty",Joyful World International Nursery and Kindergarten,心怡天地國際幼兒院暨幼稚園,心怡天地国际幼儿院暨幼稚园,"Shop 701, 7/F, Jubilee Square",https://www.fortunemalls.com.hk/get/shopping?mall_id=11,api,ai_config_api_variation
MTW Jubilee Church,L7,702,Community Services,MTW Jubilee Church,馬頭圍基督教會銀禧堂,马头围基督教会银禧堂,"Shop 702, 7/F, Jubilee Square",https://www.fortunemalls.com.hk/get/shopping?mall_id=11,api,ai_config_api_variation
LaVita Fitness Limited,L7,703,"Services, Education & Beauty",LaVita Fitness Limited,拉維塔有限公司,拉维塔有限公司,"Shop 703, 7/F, Jubilee Square",https://www.fortunemalls.com.hk/get/shopping?mall_id=11,api,ai_config_api_variation
Hong Kong Mandarin Bible Church (Coming Soon),L7,704,Community Services,Hong Kong Mandarin Bible Church (Coming Soon),香港聖經教會 (即將開幕),香港圣经教会(即将开幕),"Shop 704, 7/F, Jubilee Square",https://www.fortunemalls.com.hk/get/shopping?mall_id=11,api,ai_config_api_variation
Doris Chui School of Ballet,L7,705,"Services, Education & Beauty",Doris Chui School of Ballet,崔藹璇芭蕾舞學校,崔蔼璇芭蕾舞学校,"Shop 705, 7/F, Jubilee Square",https://www.fortunemalls.com.hk/get/shopping?mall_id=11,api,ai_config_api_variation
龐愛蘭議員辦事處,L7,706,Community Services,龐愛蘭議員辦事處,龐愛蘭議員辦事處,庞爱兰议员办事处,"Shop 706, 7/F, Jubilee Square",https://www.fortunemalls.com.hk/get/shopping?mall_id=11,api,ai_config_api_variation
劉德榮議員辦事處 (即將開幕),G,707,Community Services,劉德榮議員辦事處 (即將開幕),劉德榮議員辦事處 (即將開幕),刘德荣议员办事处 (即将开幕),"Shop 707, 7th Floor,  Jubilee Square, 2-18 Lok King Street,  Fo Tan, New Territories",https://www.fortunemalls.com.hk/get/shopping?mall_id=11,api,ai_config_api_variation
Jacklyn Chan Music Academy,L7,708,"Services, Education & Beauty",Jacklyn Chan Music Academy,Jacklyn Chan Music Academy,Jacklyn Chan Music Academy,"Shop 708, 7/F, Jubilee Square",https://www.fortunemalls.com.hk/get/shopping?mall_id=11,api,ai_config_api_variation
TWGHs Jockey Club Shatin Integrated Services Centre,G,P/F,Community Services,TWGHs Jockey Club Shatin Integrated Services Centre,東華三院賽馬會沙田綜合服務中心,东华三院赛马会沙田综合服务中心,"P/F, Jubilee Square",https://www.fortunemalls.com.hk/get/shopping?mall_id=11,api,ai_config_api_variation
Fast & Fun Image,L4,SC01,"Services, Education & Beauty",Fast & Fun Image,快趣影像,快趣影像,"Shop SC01, 4/F, Jubilee Square",https://www.fortunemalls.com.hk/get/shopping?mall_id=11,api,ai_config_api_variation
Mr. Cut,L1,1/F 57,"Services, Education & Beauty",Mr. Cut,Mr. Cut,Mr. Cut,"Shop 57, 1/F, Laguna Plaza",https://www.fortunemalls.com.hk/get/shopping?mall_id=12,api,ai_config_api_variation
Cherry Kid English Education Centre,L1,1/F 63,"Services, Education & Beauty",Cherry Kid English Education Centre,Cherry Kid English Education Centre,Cherry Kid English Education Centre,"Shop 63, 1/F, Laguna Plaza",https://www.fortunemalls.com.hk/get/shopping?mall_id=12,api,ai_config_api_variation
Chinese Medicine In Classics,L1,1/F 52,"Services, Education & Beauty",Chinese Medicine In Classics,岐黃景略中醫診所,岐黄景略中医诊所,"Shop 52, 1/F, Laguna Plaza",https://www.fortunemalls.com.hk/get/shopping?mall_id=12,api,ai_config_api_variation
Creatlearning,L1,1/F 48,"Services, Education & Beauty",Creatlearning,創憶學坊,创忆学坊,"Shop 48, 1/F, Laguna Plaza",https://www.fortunemalls.com.hk/get/shopping?mall_id=12,api,ai_config_api_variation
Dr. Benedict S.H. Chui,L1,1/F 49,"Services, Education & Beauty",Dr. Benedict S.H. Chui,西醫徐世豪醫生事務所,西医徐世豪医生事务所,"Shop 49, 1/F, Laguna Plaza",https://www.fortunemalls.com.hk/get/shopping?mall_id=12,api,ai_config_api_variation
Art Farm Creative Arts,L1,1/F 51,"Services, Education & Beauty",Art Farm Creative Arts,Art Farm Creative Arts,Art Farm Creative Arts,"Shop 50-51, 1/F,Laguna Plaza",https://www.fortunemalls.com.hk/get/shopping?mall_id=12,api,ai_config_api_variation
Chong Lap Yan,L1,1/F 50,"Services, Education & Beauty",Chong Lap Yan,莊立人,莊立人,"Shop 50, 1/F,Laguna Plaza",https://www.fortunemalls.com.hk/get/shopping?mall_id=12,api,ai_config_api_variation
Element Property,L1,1/F 55,Banking & Real Estate Services,Element Property,方圓地產,方圆地产,"Shop 55, 1/F, Laguna Plaza",https://www.fortunemalls.com.hk/get/shopping?mall_id=12,api,ai_config_api_variation
Kiss,L1,1/F 59,Fashion & Shoes,Kiss,Kiss,Kiss,"Shop 59, 1/F, Laguna Plaza",https://www.fortunemalls.com.hk/get/shopping?mall_id=12,api,ai_config_api_variation
Little Prince Art,L1,1/F 54,"Services, Education & Beauty",Little Prince Art,小王子藝術及教育中心,小王子艺术及教育中心,"Shop 54, 1/F, Laguna Plaza",https://www.fortunemalls.com.hk/get/shopping?mall_id=12,api,ai_config_api_variation
Mathconcept Learning Center (Lam Tin),L1,1/F 89,"Services, Education & Beauty",Mathconcept Learning Center (Lam Tin),數學思維教室(藍田),数学思维教室(蓝田),"Shop 89, 1/F, Laguna Plaza",https://www.fortunemalls.com.hk/get/shopping?mall_id=12,api,ai_config_api_variation
Monkey Tree English Learning Center (Laguna City),L1,1/F 90,"Services, Education & Beauty",Monkey Tree English Learning Center (Laguna City),Monkey Tree English Learning Center (Laguna City),Monkey Tree English Learning Center (Laguna City),"Shop 90, 1/F, Laguna Plaza",https://www.fortunemalls.com.hk/get/shopping?mall_id=12,api,ai_config_api_variation
Perfect 10,L1,1/F 68,"Services, Education & Beauty",Perfect 10,Perfect 10,Perfect 10,"Shop 68, 1/F, Laguna Plaza",https://www.fortunemalls.com.hk/get/shopping?mall_id=12,api,ai_config_api_variation
Hong Kong United Group,L1,1/F 59A,Banking & Real Estate Services,Hong Kong United Group,港聯置業,港联置业,"Shop 59A, 1/F, Laguna Plaza",https://www.fortunemalls.com.hk/get/shopping?mall_id=12,api,ai_config_api_variation
Dr. Li Kwok Leung,L1,1/F 48A,"Services, Education & Beauty",Dr. Li Kwok Leung,西醫李國樑醫生事務所,西医李国樑医生事务所,"Shop 48Ａ, 1/F, Laguna Plaza",https://www.fortunemalls.com.hk/get/shopping?mall_id=12,api,ai_config_api_variation
L & Lam Property Agency,L1,1/F 63A,Banking & Real Estate Services,L & Lam Property Agency,美林物業,美林物业,"Shop 63Ａ, 1/F, Laguna Plaza",https://www.fortunemalls.com.hk/get/shopping?mall_id=12,api,ai_config_api_variation
Hang Seng Bank (ATM),L1,1/F 50A,Banking & Real Estate Services,Hang Seng Bank (ATM),恒生銀行自動櫃員機,恒生银行自动柜员机,"Shop 50A, 1/F, Laguna Plaza",https://www.fortunemalls.com.hk/get/shopping?mall_id=12,api,ai_config_api_variation
Headgear,L1,1/F 45A,Electronic & IT,Headgear,Headgear,Headgear,"Shop 45Ａ, 1/F, Laguna Plaza",https://www.fortunemalls.com.hk/get/shopping?mall_id=12,api,ai_config_api_variation
宏大通讯,L1,1/F 71B,Electronic & IT,宏大通讯,宏大通訊,宏大通讯,"Shop 71B, 1/F, Laguna Plaza",https://www.fortunemalls.com.hk/get/shopping?mall_id=12,api,ai_config_api_variation
Sunlife Hong Kong  Limited,L1,1/F 90A,"Services, Education & Beauty",Sunlife Hong Kong  Limited,永明金融,永明金融,"Shop 90A, 1/F,Laguna Plaza",https://www.fortunemalls.com.hk/get/shopping?mall_id=12,api,ai_config_api_variation
PAK Room,L1,1/F 57A,Fashion & Shoes,PAK Room,PAK Room,PAK Room,"Shop 57A, 1/F, Laguna Plaza",https://www.fortunemalls.com.hk/get/shopping?mall_id=12,api,ai_config_api_variation
Eternal Beauty,L1,1/F 44-45,"Services, Education & Beauty",Eternal Beauty,新芳婷優質美容,新芳婷优质美容,"Shop 44-45, 1/F, Laguna Plaza",https://www.fortunemalls.com.hk/get/shopping?mall_id=12,api,ai_config_api_variation
Laguna City Medical & Dental Centre,L1,1/F 46-47,"Services, Education & Beauty",Laguna City Medical & Dental Centre,麗港城醫務中心,丽港城医务中心,"Shop 46-47, 1/F, Laguna Plaza",https://www.fortunemalls.com.hk/get/shopping?mall_id=12,api,ai_config_api_variation
Bestmart 360˚,L1,1/F 79-80,Supermarket,Bestmart 360˚,優品  360˚,优品 360˚,"Shop 79-80, 1/F, Laguna Plaza",https://www.fortunemalls.com.hk/get/shopping?mall_id=12,api,ai_config_api_variation
Watsons,L1,1/F 60-62,"Services, Education & Beauty",Watsons,屈臣氏,屈臣氏,"Shop 60-62, 1/F, Laguna Plaza",https://www.fortunemalls.com.hk/get/shopping?mall_id=12,api,ai_config_api_variation
Centaline Property,L1,1/F 55A & 56,Banking & Real Estate Services,Centaline Property,中原地產,中原地产,"Shop 55A & 56, 1/F, Laguna Plaza",https://www.fortunemalls.com.hk/get/shopping?mall_id=12,api,ai_config_api_variation
Midland Realty,L1,1/F 67 & 67A,Banking & Real Estate Services,Midland Realty,美聯物業,美联物业,"Shop 67 & 67A, 1/F, Laguna Plaza",https://www.fortunemalls.com.hk/get/shopping?mall_id=12,api,ai_config_api_variation
T.TECH by cover hair,L1,1/F 58 & 58A,"Services, Education & Beauty",T.TECH by cover hair,T.TECH by cover hair,T.TECH by cover hair,"Shop 58 & 58A, 1/F, Laguna Plaza",https://www.fortunemalls.com.hk/get/shopping?mall_id=12,api,ai_config_api_variation
Hong Kong Property,L1,1/F 76-78 & 78A,Banking & Real Estate Services,Hong Kong Property,香港置業,香港置业,"Shop 76-78 & 78A, 1/F, Laguna Plaza",https://www.fortunemalls.com.hk/get/shopping?mall_id=12,api,ai_config_api_variation
Ricacorp Properties Limited,L1,"1/F 69, 69A & 70",Banking & Real Estate Services,Ricacorp Properties Limited,利嘉閣地產,利嘉阁地产,"Shop 69, 69A & 70, 1/F, Laguna Plaza",https://www.fortunemalls.com.hk/get/shopping?mall_id=12,api,ai_config_api_variation
EF Locker,L1,1/F Common Area 02 & 04,"Services, Education & Beauty",EF Locker,順便智能櫃,顺便智能柜,"Shop 02 and 04, 1/F Common Area, Laguna Plaza",https://www.fortunemalls.com.hk/get/shopping?mall_id=12,api,ai_config_api_variation
759Store,L2,2/F S7,Supermarket,759Store,759阿信屋,759阿信屋,"Shop S7 , 2/F, Laguna Plaza",https://www.fortunemalls.com.hk/get/shopping?mall_id=12,api,ai_config_api_variation
漢言中文教育,L2,2/F S6,"Services, Education & Beauty",漢言中文教育,漢言中文教育,汉言中文教育,"Shop S6 , 2/F, Laguna Plaza",https://www.fortunemalls.com.hk/get/shopping?mall_id=12,api,ai_config_api_variation
ABC Pathways School (Lam Tin),L2,2/F S3A,"Services, Education & Beauty",ABC Pathways School (Lam Tin),ABC Pathways School (Lam Tin),ABC Pathways School (Lam Tin),"Shop S3A , 2/F, Laguna Plaza",https://www.fortunemalls.com.hk/get/shopping?mall_id=12,api,ai_config_api_variation
ABC Pathways School (Lam Tin),L2,2/F S3B,"Services, Education & Beauty",ABC Pathways School (Lam Tin),ABC Pathways School (Lam Tin),ABC Pathways School (Lam Tin),"Shop S3B , 2/F, Laguna Plaza",https://www.fortunemalls.com.hk/get/shopping?mall_id=12,api,ai_config_api_variation
Elitekids Education Centre,L2,2/F S3E,"Services, Education & Beauty",Elitekids Education Centre,尖子教室,尖子教室,"Shop S3E , 2/F, Laguna Plaza",https://www.fortunemalls.com.hk/get/shopping?mall_id=12,api,ai_config_api_variation
Management Services Centre,L2,2/F S4A,"Services, Education & Beauty",Management Services Centre,麗港城商場管理服務中心,丽港城商场管理服务中心,"Shop S4A , 2/F, Laguna Plaza",https://www.fortunemalls.com.hk/get/shopping?mall_id=12,api,ai_config_api_variation
Parsons Music,L2,2/F S4B,"Services, Education & Beauty",Parsons Music,柏斯音樂,柏斯音乐,"Shop S4B , 2/F, Laguna Plaza",https://www.fortunemalls.com.hk/get/shopping?mall_id=12,api,ai_config_api_variation
Faith Engineering,B1,B1/F B11,"Services, Education & Beauty",Faith Engineering,友誠水電工程,友诚水电工程,"Shop 11 , B/F, Laguna Plaza",https://www.fortunemalls.com.hk/get/shopping?mall_id=12,api,ai_config_api_variation
JHC,B1,B1/F B14,Homeware,JHC,日本城,日本城,"Shop 14 , B/F, Laguna Plaza",https://www.fortunemalls.com.hk/get/shopping?mall_id=12,api,ai_config_api_variation
E'S Beaute Co. Ltd.,B02,B1/F B02,"Services, Education & Beauty",E'S Beaute Co. Ltd.,卓緻美容有限公司,卓致美容有限公司,"Shop B02 , B/F, Laguna Plaza",https://www.fortunemalls.com.hk/get/shopping?mall_id=12,api,ai_config_api_variation
Lki Retreat,B1,B1/F B15,"Services, Education & Beauty",Lki Retreat,Lki Retreat,Lki Retreat,"Shop 15 , B/F, Laguna Plaza",https://www.fortunemalls.com.hk/get/shopping?mall_id=12,api,ai_config_api_variation
PARKnSHOP,B1,B1/F B07 & Market area,Supermarket,PARKnSHOP,百佳,百佳,"Shop 07 and Market area, B/F, Laguna Plaza",https://www.fortunemalls.com.hk/get/shopping?mall_id=12,api,ai_config_api_variation
iLSA Laundry,G,G/F 5,"Services, Education & Beauty",iLSA Laundry,伊莎洗衣,伊莎洗衣,"Shop 05, G/F, Laguna Plaza",https://www.fortunemalls.com.hk/get/shopping?mall_id=12,api,ai_config_api_variation
Organic Town Company,G,G/F 43,Others,Organic Town Company,有機堂食品公司,有机堂食品公司,"Shop 43, G/F, Laguna Plaza",https://www.fortunemalls.com.hk/get/shopping?mall_id=12,api,ai_config_api_variation
Meka,G,G/F 14,"Services, Education & Beauty",Meka,美康,美康,"Shop 14, G/F, Laguna Plaza",https://www.fortunemalls.com.hk/get/shopping?mall_id=12,api,ai_config_api_variation
和順堂中醫診所 名醫．名藥,G,G/F 15,"Services, Education & Beauty",和順堂中醫診所 名醫．名藥,和順堂中醫診所 名醫．名藥,和顺堂中医诊所 名医．名药,"Shop 13, G/F, Laguna Plaza",https://www.fortunemalls.com.hk/get/shopping?mall_id=12,api,ai_config_api_variation
進億水電冷氣工程,G,G/F 13,"Services, Education & Beauty",進億水電冷氣工程,進億水電冷氣工程,进亿水电冷气工程,"Shop 13, G/F, Laguna Plaza",https://www.fortunemalls.com.hk/get/shopping?mall_id=12,api,ai_config_api_variation
Hoi On,G,G/F 19A,Supermarket,Hoi On,海安棧,海安栈,"Shop 19A, G/F, Laguna Plaza",https://www.fortunemalls.com.hk/get/shopping?mall_id=12,api,ai_config_api_variation
Wah Keung Hong Ginseng Co.,G,G/F 32A,"Services, Education & Beauty",Wah Keung Hong Ginseng Co.,華強行參茸藥材公司,华强行参茸药材公司,"Shop 32A, G/F, Laguna Plaza",https://www.fortunemalls.com.hk/get/shopping?mall_id=12,api,ai_config_api_variation
Kai Yuen Dispensary,G,G/F 10-11,"Services, Education & Beauty",Kai Yuen Dispensary,啟源中西大藥行,启源中西大药行,"Shop 10-11, G/F, Laguna Plaza",https://www.fortunemalls.com.hk/get/shopping?mall_id=12,api,ai_config_api_variation
Mannings,G,G/F 34-36,"Services, Education & Beauty",Mannings,萬寧,万宁,"Shop 34-36, G/F, Laguna Plaza",https://www.fortunemalls.com.hk/get/shopping?mall_id=12,api,ai_config_api_variation
C&T Interior Design,G,G/F 30A & B,"Services, Education & Beauty",C&T Interior Design,創藝室內設計,创艺室内设计,"Shop 30A & 30B, G/F, Laguna Plaza",https://www.fortunemalls.com.hk/get/shopping?mall_id=12,api,ai_config_api_variation
Patrick Cheng Optometrist & Associates,G,G/F 37 & 37A,"Services, Education & Beauty",Patrick Cheng Optometrist & Associates,鄭偉雄眼科視光師,郑伟雄眼科视光师,"Shop 37 & 37A, G/F, Laguna Plaza",https://www.fortunemalls.com.hk/get/shopping?mall_id=12,api,ai_config_api_variation
Pop Market,G,"G/F 32B, 38-41",Fashion & Shoes,Pop Market,Pop Market,Pop Market,"Shop 32B, 38-41, G/F, Laguna Plaza",https://www.fortunemalls.com.hk/get/shopping?mall_id=12,api,ai_config_api_variation
7-Eleven,G,G/F 22-23 & 23A,Tasty Snacks,7-Eleven,7-11便利店,7-11便利店,"Shop 22-23, G/F, Laguna Plaza",https://www.fortunemalls.com.hk/get/shopping?mall_id=12,api,ai_config_api_variation
24/7 Fitness,G,1-2,"Services, Education & Beauty",24/7 Fitness,24/7 Fitness,24/7 Fitness,"Shop 1-2, G/F, Centre de Laguna",https://www.fortunemalls.com.hk/get/shopping?mall_id=13,api,ai_config_api_variation
Tutorial Kingdom,G,12-14,"Services, Education & Beauty",Tutorial Kingdom,補習王國,補習王國,"Shop 12-14, G/F, Centre de Laguna",https://www.fortunemalls.com.hk/get/shopping?mall_id=13,api,ai_config_api_variation
Evergreen Way Education Centre (Laguna City),G,15,"Services, Education & Beauty",Evergreen Way Education Centre (Laguna City),柏毅教育中心 (麗港城),柏毅教育中心 (麗港城),"Shop 15, G/F, Centre de Laguna",https://www.fortunemalls.com.hk/get/shopping?mall_id=13,api,ai_config_api_variation
Vee Dental (Laguna) Limited,G,16-17,"Services, Education & Beauty",Vee Dental (Laguna) Limited,護齒牙科,護齒牙科,"Shop 16-17, G/F, Centre de Laguna",https://www.fortunemalls.com.hk/get/shopping?mall_id=13,api,ai_config_api_variation
Circle K,G,"25, 26B","Leisure, Entertainment & Sports",Circle K,OK便利店,OK便利店,"Shop 25, 26B, G/F, Centre de Laguna",https://www.fortunemalls.com.hk/get/shopping?mall_id=13,api,ai_config_api_variation
Eye Level Elite Education Centre,G,29-30,"Services, Education & Beauty",Eye Level Elite Education Centre,宜樂精英教室,宜乐精英教室,"Shop 29-30, G/F, Centre de Laguna",https://www.fortunemalls.com.hk/get/shopping?mall_id=13,api,ai_config_api_variation
Smart Easy Pickup,G,31,"Services, Education & Beauty",Smart Easy Pickup,智易取,智易取,"Shop 31, G/F, Centre de Laguna",https://www.fortunemalls.com.hk/get/shopping?mall_id=13,api,ai_config_api_variation
